SRC	TRG	PINYIN_STR	PINYIN_CHAR
hammersley	哈默斯利	ha mo si li	h a m o s i l i
muni	穆尼	mu ni	m u n i
romell	罗梅尔	luo mei er	l u o m e i e r
fash	法什	fa shi	f a s h i
blakefield	布莱克菲尔德	bu lai ke fei er de	b u l a i k e f e i e r d e
spratling	斯普拉特林	si pu la te lin	s i p u l a t e l i n
selena	塞莱娜	sai lai na	s a i l a i n a
higginbotham	希金博特姆	xi jin bo te mu	x i j i n b o t e m u
coggan	科根	ke gen	k e g e n
bivens	比文斯	bi wen si	b i w e n s i
geannopulos	金诺普洛斯	jin nuo pu luo si	j i n n u o p u l u o s i
strudwick	斯特拉德威克	si te la de wei ke	s i t e l a d e w e i k e
ellice	埃利斯	ai li si	a i l i s i
cheke	奇克	qi ke	q i k e
caithness	凯思尼斯	kai si ni si	k a i s i n i s i
feming	费明	fei ming	f e i m i n g
lucar	卢卡	lu ka	l u k a
synnott	辛诺特	xin nuo te	x i n n u o t e
sortrup	索特拉普	suo te la pu	s u o t e l a p u
halligan	哈利根	ha li gen	h a l i g e n
lewes	刘易斯	liu yi si	l i u y i s i
goldbold	戈德博尔德	ge de bo er de	g e d e b o e r d e
wenham	韦纳姆	wei na mu	w e i n a m u
walston	沃尔斯顿	wo er si dun	w o e r s i d u n
ismena	伊斯梅娜	yi si mei na	y i s i m e i n a
issleib	伊斯莱布	yi si lai bu	y i s i l a i b u
cosseyn	科赛因	ke sai yin	k e s a i y i n
eissman	艾斯曼	ai si man	a i s i m a n
warthin	沃辛	wo xin	w o x i n
varg	瓦格	wa ge	w a g e
stolarow	斯托拉罗	si tuo la luo	s i t u o l a l u o
divers	戴弗斯	dai fu si	d a i f u s i
horvitz	霍维茨	huo wei ci	h u o w e i c i
bidderman	比德曼	bi de man	b i d e m a n
schoyer	斯科耶尔	si ke ye er	s i k e y e e r
speth	斯佩思	si pei si	s i p e i s i
calahan	卡拉汉	ka la han	k a l a h a n
drischler	德里施勒	de li shi le	d e l i s h i l e
stolzberg	斯托尔兹伯格	si tuo er zi bo ge	s i t u o e r z i b o g e
windham	温德姆	wen de mu	w e n d e m u
wothespoon	沃西斯庞	wo xi si pang	w o x i s i p a n g
zinman	津曼	jin man	j i n m a n
craigie	克雷吉	ke lei ji	k e l e i j i
ideman	伊德曼	yi de man	y i d e m a n
nahm	纳姆	na mu	n a m u
poltimore	波尔蒂莫尔	bo er di mo er	b o e r d i m o e r
hermogenes	赫莫杰尼斯	he mo jie ni si	h e m o j i e n i s i
southerne	萨瑟恩	sa se en	s a s e e n
tombros	汤布罗斯	tang bu luo si	t a n g b u l u o s i
bourret	布雷	bu lei	b u l e i
gittler	吉特勒	ji te le	j i t e l e
kittle	基特尔	ji te er	j i t e e r
parten	帕滕	pa teng	p a t e n g
mittelman	米特尔曼	mi te er man	m i t e e r m a n
cheek	奇克	qi ke	q i k e
macloy	麦克洛伊	mai ke luo yi	m a i k e l u o y i
blackadar	布莱卡达	bu lai ka da	b u l a i k a d a
stockburger	斯托克伯格	si tuo ke bo ge	s i t u o k e b o g e
mortman	莫特曼	mo te man	m o t e m a n
chaddock	查多克	cha duo ke	c h a d u o k e
trump	特朗普	te lang pu	t e l a n g p u
villareal	维拉里尔	wei la li er	w e i l a l i e r
naum	瑙姆	nao mu	n a o m u
renschler	伦施勒	lun shi le	l u n s h i l e
grabow	格拉博	ge la bo	g e l a b o
luckey	勒基	le ji	l e j i
mccluer	麦克卢尔	mai ke lu er	m a i k e l u e r
staniland	斯塔尼兰	si ta ni lan	s i t a n i l a n
bray	布雷	bu lei	b u l e i
wooster	伍斯特	wu si te	w u s i t e
fuhrman	富尔曼	fu er man	f u e r m a n
aldiss	奥尔迪斯	ao er di si	a o e r d i s i
ayana	艾安娜	ai an na	a i a n n a
english	英格利希	ying ge li xi	y i n g g e l i x i
swindler	斯温德勒	si wen de le	s i w e n d e l e
spillman	斯皮尔曼	si pi er man	s i p i e r m a n
rabbatts	拉巴茨	la ba ci	l a b a c i
borandon	博兰登	bo lan deng	b o l a n d e n g
kingma	金马	jin ma	j i n m a
dehaan	德哈恩	de ha en	d e h a e n
wintemute	温特穆特	wen te mu te	w e n t e m u t e
wonder	旺德	wang de	w a n g d e
stanlaws	斯坦劳斯	si tan lao si	s i t a n l a o s i
joughin	乔因	qiao yin	q i a o y i n
avrahm	阿夫拉姆	a fu la mu	a f u l a m u
chyvelah	希维拉	xi wei la	x i w e i l a
gerbert	格伯特	ge bo te	g e b o t e
joke	乔克	qiao ke	q i a o k e
deffigos	德菲戈斯	de fei ge si	d e f e i g e s i
kingham	金厄姆	jin e mu	j i n e m u
lotsberg	洛茨伯格	luo ci bo ge	l u o c i b o g e
deserie	德塞里	de sai li	d e s a i l i
aggar	阿加尔	a jia er	a j i a e r
marx	马克思	ma ke si	m a k e s i
desmond	德斯蒙德	de si meng de	d e s i m e n g d e
imirie	艾米里	ai mi li	a i m i l i
rushholt	拉什霍尔特	la shi huo er te	l a s h i h u o e r t e
orden	奥登	ao deng	a o d e n g
eadweard	埃德沃德	ai de wo de	a i d e w o d e
poehl	波尔	bo er	b o e r
buckels	巴克尔斯	ba ke er si	b a k e e r s i
carslaw	卡斯劳	ka si lao	k a s i l a o
gourlay	古尔利	gu er li	g u e r l i
angleman	安格尔曼	an ge er man	a n g e e r m a n
stalman	斯塔尔曼	si ta er man	s i t a e r m a n
monasee	莫纳西	mo na xi	m o n a x i
hollowell	霍洛韦尔	huo luo wei er	h u o l u o w e i e r
ackner	阿克纳	a ke na	a k e n a
shortt	肖特	xiao te	x i a o t e
kazan	卡赞	ka zan	k a z a n
freyer	弗里尔	fu li er	f u l i e r
villar	维勒	wei le	w e i l e
choy	乔伊	qiao yi	q i a o y i
pettican	佩蒂肯	pei di ken	p e i d i k e n
fouch	福奇	fu qi	f u q i
murtagh	默塔	mo ta	m o t a
lindenberg	林登堡	lin deng bao	l i n d e n g b a o
demos	迪莫斯	di mo si	d i m o s i
loosli	卢斯利	lu si li	l u s i l i
walgren	沃尔格伦	wo er ge lun	w o e r g e l u n
almeida	阿尔梅达	a er mei da	a e r m e i d a
sessany	塞萨尼	sai sa ni	s a i s a n i
cayden	凯登	kai deng	k a i d e n g
howden	豪登	hao deng	h a o d e n g
hamelin	哈梅林	ha mei lin	h a m e i l i n
tancreto	坦克雷托	tan ke lei tuo	t a n k e l e i t u o
gorlin	戈林	ge lin	g e l i n
riis	里斯	li si	l i s i
manchip	曼希普	man xi pu	m a n x i p u
pontious	庞修斯	pang xiu si	p a n g x i u s i
rojas	罗贾斯	luo jia si	l u o j i a s i
wolfe	沃尔夫	wo er fu	w o e r f u
alena	阿莱纳	a lai na	a l a i n a
benford	本福德	ben fu de	b e n f u d e
robotham	罗博特姆	luo bo te mu	l u o b o t e m u
eddleman	埃德尔曼	ai de er man	a i d e e r m a n
deam	迪姆	di mu	d i m u
pill	皮尔	pi er	p i e r
maagel	马格尔	ma ge er	m a g e e r
ralls	罗尔斯	luo er si	l u o e r s i
ramond	雷蒙德	lei meng de	l e i m e n g d e
antheil	安泰尔	an tai er	a n t a i e r
sanderson	桑德森	sang de sen	s a n g d e s e n
mehan	米恩	mi en	m i e n
tennity	坦尼蒂	tan ni di	t a n n i d i
birding	伯丁	bo ding	b o d i n g
maxim	马克西姆	ma ke xi mu	m a k e x i m u
tapprell	塔普雷尔	ta pu lei er	t a p u l e i e r
ransome	兰塞姆	lan sai mu	l a n s a i m u
benas	贝纳斯	bei na si	b e i n a s i
steindler	斯坦德勒	si tan de le	s i t a n d e l e
dar	达尔	da er	d a e r
bergel	伯格尔	bo ge er	b o g e e r
schroth	施罗特	shi luo te	s h i l u o t e
haleigh	哈莉	ha li	h a l i
greenhalgh	格林哈尔希	ge lin ha er xi	g e l i n h a e r x i
chenette	切尼特	qie ni te	q i e n i t e
dunbeck	邓贝克	deng bei ke	d e n g b e i k e
ruegg	鲁格	lu ge	l u g e
danson	丹森	dan sen	d a n s e n
body	博迪	bo di	b o d i
ferriggi	费里吉	fei li ji	f e i l i j i
fogel	福格尔	fu ge er	f u g e e r
rocksavage	罗克萨维奇	luo ke sa wei qi	l u o k e s a w e i q i
prunella	普鲁内拉	pu lu nei la	p u l u n e i l a
aschman	阿什曼	a shi man	a s h i m a n
bysshe	比希	bi xi	b i x i
ryder	赖德	lai de	l a i d e
zieg	齐格	qi ge	q i g e
bevendson	贝文森	bei wen sen	b e i w e n s e n
menses	门塞斯	men sai si	m e n s a i s i
swithun	斯威森	si wei sen	s i w e i s e n
railing	雷林	lei lin	l e i l i n
rathcavan	拉思卡文	la si ka wen	l a s i k a w e n
aruru	阿鲁鲁	a lu lu	a l u l u
royer	罗耶	luo ye	l u o y e
tilghman	蒂尔曼	di er man	d i e r m a n
sammis	萨米斯	sa mi si	s a m i s i
boddiger	博迪格	bo di ge	b o d i g e
martini	马蒂尼	ma di ni	m a d i n i
coston	科斯顿	ke si dun	k e s i d u n
berintia	贝林西娅	bei lin xi ya	b e i l i n x i y a
pow	鲍	bao	b a o
woltman	沃尔特曼	wo er te man	w o e r t e m a n
macthomas	麦克托马斯	mai ke tuo ma si	m a i k e t u o m a s i
flebbe	弗莱比	fu lai bi	f u l a i b i
moeckel	莫克尔	mo ke er	m o k e e r
leff	莱夫	lai fu	l a i f u
lyndall	林德尔	lin de er	l i n d e e r
meigh	米	mi	m i
poulett	波利特	bo li te	b o l i t e
mcevilly	麦克维利	mai ke wei li	m a i k e w e i l i
babcock	巴布科克	ba bu ke ke	b a b u k e k e
weltfish	韦尔特菲什	wei er te fei shi	w e i e r t e f e i s h i
derville	德维尔	de wei er	d e w e i e r
politt	波利特	bo li te	b o l i t e
flamson	弗拉姆森	fu la mu sen	f u l a m u s e n
murrary	默拉里	mo la li	m o l a l i
lamplugh	兰普卢	lan pu lu	l a n p u l u
cance	坎斯	kan si	k a n s i
marron	马伦	ma lun	m a l u n
briegleb	布里格利布	bu li ge li bu	b u l i g e l i b u
mckeever	麦基弗	mai ji fu	m a i j i f u
redenius	雷德尼厄斯	lei de ni e si	l e i d e n i e s i
poulos	普洛斯	pu luo si	p u l u o s i
portman	波特曼	bo te man	b o t e m a n
devita	德维塔	de wei ta	d e w e i t a
kitchener	基奇纳	ji qi na	j i q i n a
svenningsen	斯文宁森	si wen ning sen	s i w e n n i n g s e n
guice	盖斯	gai si	g a i s i
mitke	米特克	mi te ke	m i t e k e
donin	多宁	duo ning	d u o n i n g
bridles	布赖德尔斯	bu lai de er si	b u l a i d e e r s i
meany	米尼	mi ni	m i n i
montesquieu	孟德斯鸠	meng de si jiu	m e n g d e s i j i u
heman	希曼	xi man	x i m a n
whittington	惠廷顿	hui ting dun	h u i t i n g d u n
gillot	吉洛特	ji luo te	j i l u o t e
game	盖姆	gai mu	g a i m u
orders	奥德斯	ao de si	a o d e s i
veitch	维奇	wei qi	w e i q i
minna	明纳	ming na	m i n g n a
christophers	克里斯托弗斯	ke li si tuo fu si	k e l i s i t u o f u s i
kyl	凯尔	kai er	k a i e r
wison	威森	wei sen	w e i s e n
kighley	凯利	kai li	k a i l i
agan	阿甘	a gan	a g a n
spanier	斯帕尼尔	si pa ni er	s i p a n i e r
severns	塞弗恩斯	sai fu en si	s a i f u e n s i
blairfindie	布莱尔芬迪	bu lai er fen di	b u l a i e r f e n d i
appleyard	阿普尔亚德	a pu er ya de	a p u e r y a d e
osconnor	奥斯康诺	ao si kang nuo	a o s i k a n g n u o
greenbacker	格林巴克	ge lin ba ke	g e l i n b a k e
emmerson	埃默森	ai mo sen	a i m o s e n
cune	丘恩	qiu en	q i u e n
omari	奥马里	ao ma li	a o m a l i
fairburn	费尔伯恩	fei er bo en	f e i e r b o e n
meadowcroft	梅多克罗夫特	mei duo ke luo fu te	m e i d u o k e l u o f u t e
brentlinger	布伦特林格	bu lun te lin ge	b u l u n t e l i n g e
joesten	乔斯顿	qiao si dun	q i a o s i d u n
baylis	贝利斯	bei li si	b e i l i s i
gribbon	格里本	ge li ben	g e l i b e n
theophila	西奥菲拉	xi ao fei la	x i a o f e i l a
weggeland	韦格兰	wei ge lan	w e i g e l a n
popkin	波普金	bo pu jin	b o p u j i n
guedalla	圭达拉	gui da la	g u i d a l a
dearth	迪尔思	di er si	d i e r s i
awalt	埃瓦尔特	ai wa er te	a i w a e r t e
fruchtman	弗鲁赫特曼	fu lu he te man	f u l u h e t e m a n
aengus	安格斯	an ge si	a n g e s i
alzado	阿尔萨多	a er sa duo	a e r s a d u o
daniells	丹尼尔斯	dan ni er si	d a n n i e r s i
emmote	埃莫特	ai mo te	a i m o t e
chluski	赫卢斯基	he lu si ji	h e l u s i j i
oxner	奥克斯纳	ao ke si na	a o k e s i n a
mcmillan	麦克米伦	mai ke mi lun	m a i k e m i l u n
luesley	利斯利	li si li	l i s i l i
atlas	阿特拉斯	a te la si	a t e l a s i
voss	沃斯	wo si	w o s i
davol	达沃尔	da wo er	d a w o e r
doralie	多拉利	duo la li	d u o l a l i
smoak	斯莫克	si mo ke	s i m o k e
maccart	麦卡特	mai ka te	m a i k a t e
latey	莱蒂	lai di	l a i d i
halkin	霍尔金	huo er jin	h u o e r j i n
rehwinkle	雷温克尔	lei wen ke er	l e i w e n k e e r
frece	弗雷斯	fu lei si	f u l e i s i
kontos	康托斯	kang tuo si	k a n g t u o s i
longbourne	朗伯恩	lang bo en	l a n g b o e n
reedes	里兹	li zi	l i z i
bennellick	比内利克	bi nei li ke	b i n e i l i k e
fuente	富恩特	fu en te	f u e n t e
dommermuth	多默穆特	duo mo mu te	d u o m o m u t e
braulick	布劳利克	bu lao li ke	b u l a o l i k e
roome	鲁姆	lu mu	l u m u
soyth	索伊思	suo yi si	s u o y i s i
crothers	克罗瑟斯	ke luo se si	k e l u o s e s i
houweling	豪厄林	hao e lin	h a o e l i n
warrell	沃勒尔	wo le er	w o l e e r
cavaglieri	卡瓦列里	ka wa lie li	k a w a l i e l i
troutman	特劳特曼	te lao te man	t e l a o t e m a n
sales	塞尔斯	sai er si	s a i e r s i
crespin	克雷斯平	ke lei si ping	k e l e i s i p i n g
hartkemeier	哈特基迈耶	ha te ji mai ye	h a t e j i m a i y e
comiez	科米兹	ke mi zi	k e m i z i
cocking	科金	ke jin	k e j i n
woolas	伍勒斯	wu le si	w u l e s i
dykes	戴克斯	dai ke si	d a i k e s i
mesenbourg	梅森伯格	mei sen bo ge	m e i s e n b o g e
chesterfield	切斯特菲尔德	qie si te fei er de	q i e s i t e f e i e r d e
flandin	弗兰丁	fu lan ding	f u l a n d i n g
tysall	泰索尔	tai suo er	t a i s u o e r
carola	卡萝拉	ka luo la	k a l u o l a
eager	伊格	yi ge	y i g e
ader	阿德	a de	a d e
alabaster	阿拉巴斯特	a la ba si te	a l a b a s i t e
mackichan	麦基琴	mai ji qin	m a i j i q i n
instone	因斯通	yin si tong	y i n s i t o n g
engst	恩斯特	en si te	e n s i t e
blasko	布拉斯科	bu la si ke	b u l a s i k e
blucke	布卢克	bu lu ke	b u l u k e
mauck	莫克	mo ke	m o k e
havice	哈维斯	ha wei si	h a w e i s i
miler	米勒	mi le	m i l e
gaul	高尔	gao er	g a o e r
keyston	基斯顿	ji si dun	j i s i d u n
croston	克罗斯顿	ke luo si dun	k e l u o s i d u n
theon	西昂	xi ang	x i a n g
brockhurst	布罗克赫斯特	bu luo ke he si te	b u l u o k e h e s i t e
schemansky	谢曼斯基	xie man si ji	x i e m a n s i j i
gilmour	吉尔摩	ji er mo	j i e r m o
snarr	斯纳尔	si na er	s i n a e r
misch	米施	mi shi	m i s h i
worledge	沃利奇	wo li qi	w o l i q i
iorwerth	约沃思	yue wo si	y u e w o s i
daschle	达施勒	da shi le	d a s h i l e
strandland	斯特兰兰	si te lan lan	s i t e l a n l a n
holdgreiwe	霍尔格雷韦	huo er ge lei wei	h u o e r g e l e i w e i
magaret	马格雷特	ma ge lei te	m a g e l e i t e
mclearn	麦克勒恩	mai ke le en	m a i k e l e e n
ziperski	齐佩尔斯基	qi pei er si ji	q i p e i e r s i j i
turow	图罗	tu luo	t u l u o
lundie	伦迪	lun di	l u n d i
bownas	鲍纳斯	bao na si	b a o n a s i
trenaman	特里纳曼	te li na man	t e l i n a m a n
tornaritis	托纳里蒂斯	tuo na li di si	t u o n a l i d i s i
jessopp	杰索普	jie suo pu	j i e s u o p u
artzt	阿茨特	a ci te	a c i t e
michalski	米哈尔斯基	mi ha er si ji	m i h a e r s i j i
mcluhan	麦克卢汉	mai ke lu han	m a i k e l u h a n
millership	米勒希普	mi le xi pu	m i l e x i p u
bozelle	博泽尔	bo ze er	b o z e e r
overbye	奥弗比	ao fu bi	a o f u b i
eveland	埃夫兰	ai fu lan	a i f u l a n
fredrica	弗雷德里卡	fu lei de li ka	f u l e i d e l i k a
suenson	休恩森	xiu en sen	x i u e n s e n
mccheane	麦克钦	mai ke qin	m a i k e q i n
boemi	伯米	bo mi	b o m i
garner	加纳	jia na	j i a n a
bescoby	贝斯科比	bei si ke bi	b e i s i k e b i
lewington	莱温顿	lai wen dun	l a i w e n d u n
oswiu	奥斯威尤	ao si wei you	a o s i w e i y o u
kraushaar	克劳斯哈尔	ke lao si ha er	k e l a o s i h a e r
neuwirth	纽沃思	niu wo si	n i u w o s i
flavell	弗拉维尔	fu la wei er	f u l a w e i e r
threlford	思雷尔福德	si lei er fu de	s i l e i e r f u d e
ronkin	龙金	long jin	l o n g j i n
gaskins	加斯金斯	jia si jin si	j i a s i j i n s i
rouse	劳斯	lao si	l a o s i
vick	维克	wei ke	w e i k e
sartwell	萨特韦尔	sa te wei er	s a t e w e i e r
cornyn	科宁	ke ning	k e n i n g
fleischut	弗莱舒特	fu lai shu te	f u l a i s h u t e
delobe	德洛贝	de luo bei	d e l u o b e i
buckmaster	巴克马斯特	ba ke ma si te	b a k e m a s i t e
mather	马瑟	ma se	m a s e
homans	霍曼斯	huo man si	h u o m a n s i
tessa	特莎	te sha	t e s h a
clooney	克卢尼	ke lu ni	k e l u n i
rienhoff	林霍夫	lin huo fu	l i n h u o f u
wirth	沃思	wo si	w o s i
makepeace	梅克皮斯	mei ke pi si	m e i k e p i s i
rustom	拉斯托姆	la si tuo mu	l a s i t u o m u
daitch	戴奇	dai qi	d a i q i
wyllys	威利斯	wei li si	w e i l i s i
stans	斯坦斯	si tan si	s i t a n s i
beito	贝托	bei tuo	b e i t u o
iphigene	伊菲吉妮	yi fei ji ni	y i f e i j i n i
strattner	斯特拉特纳	si te la te na	s i t e l a t e n a
cynewulf	基内伍尔夫	ji nei wu er fu	j i n e i w u e r f u
erdreich	埃德赖希	ai de lai xi	a i d e l a i x i
simic	西米克	xi mi ke	x i m i k e
jaycee	杰西	jie xi	j i e x i
yppes	伊普斯	yi pu si	y i p u s i
kinvig	金维格	jin wei ge	j i n w e i g e
grabau	格雷博	ge lei bo	g e l e i b o
folwell	福韦尔	fu wei er	f u w e i e r
hodgman	霍奇曼	huo qi man	h u o q i m a n
rycroft	里克罗夫特	li ke luo fu te	l i k e l u o f u t e
kahneman	卡内曼	ka nei man	k a n e i m a n
basom	巴索姆	ba suo mu	b a s u o m u
clostermann	克洛斯特曼	ke luo si te man	k e l u o s i t e m a n
fenn	芬恩	fen en	f e n e n
foyt	福伊特	fu yi te	f u y i t e
palk	波尔克	bo er ke	b o e r k e
maraldo	马拉尔多	ma la er duo	m a l a e r d u o
wrangham	兰厄姆	lan e mu	l a n e m u
kaler	卡勒	ka le	k a l e
behling	贝林	bei lin	b e i l i n
zenobius	齐诺比厄斯	qi nuo bi e si	q i n u o b i e s i
kerin	凯琳	kai lin	k a i l i n
vague	韦格	wei ge	w e i g e
casillas	卡西拉斯	ka xi la si	k a x i l a s i
mcbroom	麦克布鲁姆	mai ke bu lu mu	m a i k e b u l u m u
gasson	加森	jia sen	j i a s e n
blackman	布莱克曼	bu lai ke man	b u l a i k e m a n
reinold	赖诺尔德	lai nuo er de	l a i n u o e r d e
whalebelly	惠尔贝利	hui er bei li	h u i e r b e i l i
weist	韦斯特	wei si te	w e i s i t e
cathness	凯思尼斯	kai si ni si	k a i s i n i s i
toxer	托克瑟	tuo ke se	t u o k e s e
basie	巴锡	ba xi	b a x i
faryon	法里恩	fa li en	f a l i e n
fliegers	弗利格斯	fu li ge si	f u l i g e s i
sievers	西弗斯	xi fu si	x i f u s i
brin	布林	bu lin	b u l i n
steadman	斯特德曼	si te de man	s i t e d e m a n
shaufelberger	肖费尔伯格	xiao fei er bo ge	x i a o f e i e r b o g e
osric	奥斯里克	ao si li ke	a o s i l i k e
standen	斯坦登	si tan deng	s i t a n d e n g
bungo	邦戈	bang ge	b a n g g e
krentzman	克伦茨曼	ke lun ci man	k e l u n c i m a n
omohundro	奥莫亨德罗	ao mo heng de luo	a o m o h e n g d e l u o
fresco	弗雷斯科	fu lei si ke	f u l e i s i k e
nab	纳布	na bu	n a b u
aulick	奥利克	ao li ke	a o l i k e
bettinger	贝廷格	bei ting ge	b e i t i n g g e
guglielmi	古列尔米	gu lie er mi	g u l i e e r m i
bloomgarden	布卢姆加登	bu lu mu jia deng	b u l u m u j i a d e n g
colloch	科洛克	ke luo ke	k e l u o k e
garba	加巴	jia ba	j i a b a
rostron	罗斯特伦	luo si te lun	l u o s i t e l u n
mekler	梅克勒	mei ke le	m e i k e l e
gerty	格蒂	ge di	g e d i
margolies	马戈利斯	ma ge li si	m a g e l i s i
clydesmuir	克莱兹米尔	ke lai zi mi er	k e l a i z i m i e r
heather	希瑟	xi se	x i s e
halbig	哈尔比希	ha er bi xi	h a e r b i x i
critchley	克里奇利	ke li qi li	k e l i q i l i
chapone	沙蓬	sha peng	s h a p e n g
amidon	阿米登	a mi deng	a m i d e n g
dennin	丹宁	dan ning	d a n n i n g
swinny	斯温尼	si wen ni	s i w e n n i
prosterman	普罗斯特曼	pu luo si te man	p u l u o s i t e m a n
uriburu	乌里布鲁	wu li bu lu	w u l i b u l u
graeff	格雷夫	ge lei fu	g e l e i f u
gildenhorn	吉尔登霍恩	ji er deng huo en	j i e r d e n g h u o e n
mulrow	马罗	ma luo	m a l u o
threlkeld	思雷尔克德	si lei er ke de	s i l e i e r k e d e
aregood	阿雷古德	a lei gu de	a l e i g u d e
additon	阿迪顿	a di dun	a d i d u n
clausen	克劳森	ke lao sen	k e l a o s e n
ratzman	拉茨曼	la ci man	l a c i m a n
honywood	霍尼伍德	huo ni wu de	h u o n i w u d e
